input	target	source_rule	freq	edit_count	seed
tresnat	tresnal	ocr_confusion	0.0	1	42
votio	voltio	typo	0.0	1	42
inmotibadamente	inmotivadamente	historical	0.0	1	42
oliéndomeela	oliéndomela	typo	0.0	1	42
pidamos	pidamos	identity	1.12e-06	0	42
insostenibíés	insostenibles	ocr_confusion	5.5e-07	2	42
escribislé	escribiste	ocr_confusion	3.24e-06	2	42
çancer	cancer	historical	6.46e-06	1	42
celia	cella	ocr_confusion	0.0	1	42
balbvcirá	balbucirá	historical	0.0	1	42
fefídez	fetidez	ocr_confusion	0.0	2	42
esçapar	escapar	historical	2.4e-05	1	42
panadiso	panadizo	historical	0.0	1	42
restringido	restringido	identity	3.98e-06	0	42
antoneya	antonella	historical	6.17e-07	2	42
osteomalacia	osteomalacia	identity	0.0	0	42
orbas	robas	typo	1.38e-06	2	42
tesonnero	tesonero	typo	0.0	1	42
agganos	afganos	typo	8.51e-07	1	42
lerdá	lerda	ocr_confusion	0.0	1	42
evalúá	evalúa	ocr_confusion	3.02e-06	1	42
jorfc	jorfe	ocr_confusion	0.0	1	42
ñeptuniaño	neptuniano	ocr_confusion	0.0	2	42
aotrdecer	atordecer	typo	0.0	2	42
audcaia	audacia	typo	2.09e-06	2	42
fofográficof	fotográficos	ocr_confusion	1.35e-06	2	42
lrary	larry	typo	6.76e-06	2	42
chocae	chocar	typo	3.39e-06	1	42
emofiva	emotiva	ocr_confusion	2.4e-06	1	42
atterñándo	alternando	ocr_confusion	1.35e-06	3	42
esparoidas	esparcidas	ocr_confusion	8.32e-07	1	42
bryggs	briggs	historical	7.24e-07	1	42
rezctivación	reactivación	typo	2.04e-06	1	42
barredüela	barreduela	ocr_confusion	0.0	1	42
drkgado	drogado	typo	2.14e-06	1	42
cortnias	cortinas	typo	5.37e-06	2	42
consecutivamenfe	consecutivamente	ocr_confusion	0.0	1	42
plno	pino	ocr_confusion	8.51e-06	1	42
cforrieron	corrieron	typo	3.09e-06	1	42
dcspellejadura	despellejadura	ocr_confusion	0.0	1	42
yrías	irías	historical	1.38e-06	1	42
lipis	lipis	identity	0.0	0	42
fjeltro	fieltro	historical	6.46e-07	1	42
donalario	donatario	ocr_confusion	0.0	1	42
caraqveño	caraqueño	historical	0.0	1	42
goñpeaba	golpeaba	typo	1.32e-06	1	42
scparata	separata	ocr_confusion	0.0	1	42
buol	bull	typo	3.47e-06	1	42
jajajajja	jajajajja	identity	5.5e-07	0	42
çordiforme	cordiforme	historical	0.0	1	42
cardiáca	cardiaca	ocr_confusion	1.07e-06	1	42
desercions	deserciones	typo	5.89e-07	1	42
djcótomo	dicótomo	historical	0.0	1	42
inlernos	internos	ocr_confusion	2.04e-05	1	42
pensión	pensión	identity	1.41e-05	0	42
tjtar	titar	historical	0.0	1	42
cároeles	cárceles	ocr_confusion	6.92e-06	1	42
jurguiña	jurguina	ocr_confusion	0.0	1	42
ayuso	ayuso	identity	6.92e-07	0	42
oandil	candil	ocr_confusion	0.0	1	42
dorptea	dorotea	typo	6.46e-07	1	42
fuienlabrada	fuenlabrada	typo	1.45e-06	1	42
mercerizar	mercerizar	identity	0.0	0	42
bermán	berman	ocr_confusion	6.76e-07	1	42
lnti	inti	ocr_confusion	1.62e-06	1	42
infraestrúcturas	infraestructuras	ocr_confusion	6.46e-06	1	42
rcducido	reducido	ocr_confusion	1.86e-05	1	42
fotsensible	fotosensible	typo	0.0	1	42
larts	lars	typo	1.66e-06	1	42
aseendentc	ascendente	ocr_confusion	3.02e-06	2	42
pñredica	predica	typo	1.41e-06	1	42
deseslimado	desestimado	ocr_confusion	7.94e-07	1	42
desábrieráis	desabrierais	ocr_confusion	0.0	2	42
weston	weston	identity	7.94e-07	0	42
jarrá	jarra	ocr_confusion	2e-06	1	42
cagaléra	cagalera	ocr_confusion	0.0	1	42
adrow	arrow	typo	1.51e-06	1	42
venlar	ventar	ocr_confusion	0.0	1	42
éxamen	examen	ocr_confusion	4.27e-05	1	42
previstos	previstos	identity	4.57e-06	0	42
plchónes	pichones	ocr_confusion	6.31e-07	2	42
rjnde	rinde	historical	8.32e-06	1	42
trora	tora	typo	8.13e-07	1	42
aléxañdra	alexandra	ocr_confusion	2.29e-06	2	42
pdofudez	pelotudez	ocr_confusion	7.59e-07	3	42
navarrefe	navarrete	ocr_confusion	2.09e-06	1	42
escabechinna	escabechina	typo	0.0	1	42
escondidiio	escondidijo	historical	0.0	1	42
booleanó	booleano	ocr_confusion	0.0	1	42
remaslerizár	remasterizar	ocr_confusion	0.0	2	42
marto	martos	typo	9.77e-07	1	42
sacerdote	sacerdote	identity	1.91e-05	0	42
protomédjco	protomédico	historical	0.0	1	42
échennse	échense	typo	0.0	1	42
prefií	pretil	ocr_confusion	0.0	2	42
auspicioso	auspicioso	identity	0.0	0	42
rafouñar	rascuñar	ocr_confusion	0.0	2	42
bergman	bergman	identity	1.26e-06	0	42
csperlego	esperiego	ocr_confusion	0.0	2	42
testejar	festejar	ocr_confusion	4.37e-06	1	42
synfónico	sinfónico	historical	6.17e-07	1	42
dispuutadas	disputadas	typo	9.77e-07	1	42
cfrome	chrome	historical	3.31e-06	1	42
parvulez	parvulez	identity	0.0	0	42
jules	jules	identity	3.24e-06	0	42
asvstaron	asustaron	historical	5.5e-07	1	42
asclepiadáceo	asclepiadáceo	identity	0.0	0	42
aoiertof	aciertos	ocr_confusion	2.63e-06	2	42
plaution	plautino	typo	0.0	2	42
sapieneial	sapiencial	ocr_confusion	0.0	1	42
qbandone	abandone	typo	2.69e-06	1	42
concepciónes	concepciones	ocr_confusion	1.7e-06	1	42
eentrega	entrega	typo	4.9e-05	1	42
mllimélrico	milimétrico	ocr_confusion	0.0	2	42
atenoraqdo	atenorado	typo	0.0	1	42
dinerário	dinerario	ocr_confusion	0.0	1	42
bberg	berg	typo	1.07e-06	1	42
debüf	debut	ocr_confusion	9.33e-06	2	42
readmtir	readmitir	typo	0.0	1	42
mera	mera	identity	1e-05	0	42
elecrtoacústica	electroacústica	typo	0.0	2	42
svdoeste	sudoeste	historical	2.29e-06	1	42
demasiados	demasiados	identity	1e-05	0	42
grueta	grieta	typo	3.16e-06	1	42
nadamáf	nadamas	ocr_confusion	7.94e-07	2	42
contestañdo	contestando	ocr_confusion	2.57e-06	1	42
estnaque	estanque	typo	3.31e-06	2	42
éntupir	entupir	ocr_confusion	0.0	1	42
fifica	fisica	ocr_confusion	3.09e-06	1	42
descansaba	descansaba	identity	5.62e-07	0	42
entrejuntar	entrejuntar	identity	0.0	0	42
vnificador	unificador	historical	0.0	1	42
angelina	angelina	identity	2.95e-06	0	42
élocueñcia	elocuencia	ocr_confusion	1.07e-06	2	42
mganesia	magnesia	typo	0.0	2	42
rchaz	rehaz	ocr_confusion	0.0	1	42
expedir	expedir	identity	9.33e-07	0	42
pelllzcar	pellizcar	ocr_confusion	0.0	1	42
emplastamieñto	emplastamiento	ocr_confusion	0.0	1	42
sirquero	sirguero	historical	0.0	1	42
zdherente	adherente	typo	0.0	1	42
obraa	obra	typo	0.000186	1	42
zxarabutero	zarabutero	typo	0.0	1	42
bálero	balero	ocr_confusion	0.0	1	42
negadamentc	negadamente	ocr_confusion	0.0	1	42
léngudo	lengudo	ocr_confusion	0.0	1	42
setabltañó	setabitano	ocr_confusion	0.0	3	42
bimbrc	bimbre	ocr_confusion	0.0	1	42
montca	montea	ocr_confusion	0.0	1	42
sucedáneo	sucedáneo	identity	0.0	0	42
cortejádór	cortejador	ocr_confusion	0.0	2	42
çesionaria	cesionaria	historical	0.0	1	42
dersenredar	desenredar	typo	0.0	1	42
jmposiciones	imposiciones	historical	1.2e-06	1	42
palaçios	palacios	historical	8.91e-06	1	42
visontiñó	visontino	ocr_confusion	0.0	2	42
refléjabáñ	reflejaban	ocr_confusion	6.92e-07	3	42
escvpiendo	escupiendo	historical	8.71e-07	1	42
postóniço	postónico	historical	0.0	1	42
chaharote	chafarote	historical	0.0	1	42
eñraizar	enraizar	ocr_confusion	0.0	1	42
nervudo	nervudo	identity	0.0	0	42
acúdan	acudan	ocr_confusion	1.07e-06	1	42
incomprensión	incomprensión	identity	8.71e-07	0	42
copííar	copilar	ocr_confusion	0.0	2	42
andaasen	andasen	typo	0.0	1	42
págador	pagador	ocr_confusion	0.0	1	42
habitaciones	habitaciones	identity	1.41e-05	0	42
maliné	matiné	ocr_confusion	0.0	1	42
vivncia	vivencia	typo	1.32e-06	1	42
diees	dices	ocr_confusion	6.76e-05	1	42
poalca	polaca	typo	3.02e-06	2	42
encañonár	encañonar	ocr_confusion	0.0	1	42
maeedonlos	macedonios	ocr_confusion	6.03e-07	2	42
depravdo	depravado	typo	5.62e-07	1	42
provoqüen	provoquen	ocr_confusion	5.89e-07	1	42
pljmista	plumista	typo	0.0	1	42
menosxpreciativo	menospreciativo	typo	0.0	1	42
ólvidárme	olvidarme	ocr_confusion	1.82e-06	2	42
zonóte	zonote	ocr_confusion	0.0	1	42
fentado	sentado	ocr_confusion	2.29e-05	1	42
descartada	descartada	identity	1.1e-06	0	42
ápsidc	ápside	ocr_confusion	0.0	1	42
ámbíentador	ambientador	ocr_confusion	0.0	2	42
empomvar	empolvar	typo	0.0	1	42
pedañtear	pedantear	ocr_confusion	0.0	1	42
gameplayy	gameplay	typo	1.05e-06	1	42
idnar	dinar	typo	0.0	2	42
ehúrrctc	churrete	ocr_confusion	0.0	4	42
vociferanet	vociferante	typo	0.0	2	42
ennoblecedor	ennoblecedor	identity	0.0	0	42
aprontamieñto	aprontamiento	ocr_confusion	0.0	1	42
cucrdo	cuerdo	ocr_confusion	1.66e-06	1	42
morrón	morrón	identity	0.0	0	42
magaq	maga	typo	1.38e-06	1	42
diçcionarios	diccionarios	historical	2.24e-06	1	42
menudaamente	menudamente	typo	0.0	1	42
paote	pazote	typo	0.0	1	42
latyfundio	latifundio	historical	0.0	1	42
tuçuman	tucuman	historical	1.32e-06	1	42
anhídrdo	anhídrido	typo	0.0	1	42
buhfet	buffet	historical	1.58e-06	1	42
desvainar	desvainar	identity	0.0	0	42
carpetanoo	carpetano	typo	0.0	1	42
predeterminaod	predeterminado	typo	8.32e-07	2	42
esbeltec	esbeltez	historical	0.0	1	42
compani	company	historical	6.03e-06	1	42
escuchimuzado	escuchimizado	typo	0.0	1	42
nervoso	nervioso	typo	1.66e-05	1	42
befúguetc	besuguete	ocr_confusion	0.0	3	42
braçear	bracear	historical	0.0	1	42
csfcroidal	esferoidal	ocr_confusion	0.0	2	42
porfiádo	porfiado	ocr_confusion	0.0	1	42
barrjendo	barriendo	historical	8.13e-07	1	42
dejémoños	dejémonos	ocr_confusion	6.03e-07	1	42
alçanzadura	alcanzadura	historical	0.0	1	42
exclusyve	exclusive	historical	0.0	1	42
tansexualismo	transexualismo	typo	0.0	1	42
reáccionan	reaccionan	ocr_confusion	2.24e-06	1	42
unvitas	invitas	typo	1.48e-06	1	42
deescostrar	descostrar	typo	0.0	1	42
empeíazgar	empelazgar	ocr_confusion	0.0	1	42
calendaryo	calendario	historical	1.82e-05	1	42
pgel	pagel	typo	0.0	1	42
cábrero	cabrero	ocr_confusion	0.0	1	42
lberan	liberan	typo	2.75e-06	1	42
aliciano	galiciano	typo	0.0	1	42
aprenfióñ	aprensión	ocr_confusion	0.0	2	42
poñiéndole	poniéndole	ocr_confusion	1.23e-06	1	42
depreciar	depreciar	identity	0.0	0	42
parestesja	parestesia	historical	0.0	1	42
currár	currar	ocr_confusion	8.71e-07	1	42
cosgado	costado	typo	1.66e-05	1	42
iñteriorizar	interiorizar	ocr_confusion	0.0	1	42
jlustró	ilustró	historical	6.76e-07	1	42
oribe	oribe	identity	1.2e-06	0	42
avecynan	avecinan	historical	7.08e-07	1	42
traidorcs	traidores	ocr_confusion	6.92e-06	1	42
djrimente	dirimente	historical	0.0	1	42
couglla	cogulla	typo	0.0	2	42
conflict	conflict	identity	5.5e-07	0	42
empesgar	empesgar	identity	0.0	0	42
ántón	antón	ocr_confusion	2.57e-06	1	42
oomités	comités	ocr_confusion	5.5e-06	1	42
rcontento	recontento	typo	0.0	1	42
exploraxiones	exploraciones	typo	1.66e-06	1	42
pípo	pipo	ocr_confusion	6.76e-07	1	42
review	review	identity	5.89e-06	0	42
cdueadores	educadores	ocr_confusion	3.8e-06	2	42
baileh	bailey	typo	2.88e-06	1	42
ábalorió	abalorio	ocr_confusion	0.0	2	42
penetró	penetró	identity	8.71e-07	0	42
clnstantes	constantes	typo	1.2e-05	1	42
portahérramieñtas	portaherramientas	ocr_confusion	0.0	2	42
abrjeron	abrieron	historical	7.94e-06	1	42
çodadura	codadura	historical	0.0	1	42
ajjcola	ajicola	historical	0.0	1	42
algaracee	algaracee	identity	0.0	0	42
pecnudo	pencudo	typo	0.0	2	42
iavado	lavado	ocr_confusion	1.35e-05	1	42
eftrujar	estrujar	ocr_confusion	0.0	1	42
regvlatoria	regulatoria	historical	6.03e-07	1	42
galvanimso	galvanismo	typo	0.0	2	42
magmíficos	magníficos	typo	2.4e-06	1	42
alcohótioo	alcohólico	ocr_confusion	2.19e-06	2	42
descánsa	descansa	ocr_confusion	8.91e-06	1	42
honrádo	honrado	ocr_confusion	4.9e-06	1	42
coolador	colador	typo	8.13e-07	1	42
lopoñímico	toponímico	ocr_confusion	0.0	2	42
encinas	encinas	identity	1.2e-06	0	42
fip	flip	typo	1.02e-06	1	42
discapaoitadas	discapacitadas	ocr_confusion	5.5e-07	1	42
charlattanear	charlatanear	typo	0.0	1	42
descllar	desellar	ocr_confusion	0.0	1	42
cgicharra	chicharra	typo	0.0	1	42
epubb	epub	typo	6.76e-07	1	42
erów	crow	ocr_confusion	7.59e-07	2	42
rgass	grass	typo	1.07e-06	2	42
çompis	compis	historical	5.89e-07	1	42
diverlimlénfo	divertimiento	ocr_confusion	0.0	4	42
disraotar	difractar	ocr_confusion	0.0	2	42
jefferrson	jefferson	typo	2.75e-06	1	42
tienes	tienes	identity	0.000302	0	42
madariiaga	madariaga	typo	8.71e-07	1	42
sacanabo	sacanabo	identity	0.0	0	42
lupicia	lupicia	identity	0.0	0	42
tabürcte	taburete	ocr_confusion	8.13e-07	2	42
mázda	mazda	ocr_confusion	1.07e-06	1	42
garza	garza	identity	3.89e-06	0	42
rosalcs	rosales	ocr_confusion	4.07e-06	1	42
anabas	andabas	typo	8.71e-07	1	42
baaldosar	baldosar	typo	0.0	1	42
acaeoerles	acaecerles	ocr_confusion	0.0	1	42
imbeciidad	imbecilidad	typo	5.75e-07	1	42
jjaldre	jaldre	typo	0.0	1	42
quimio	quimio	identity	8.13e-07	0	42
désalagar	desalagar	ocr_confusion	0.0	1	42
çrucifixión	crucifixión	historical	9.12e-07	1	42
suia	suiza	typo	2e-05	1	42
odna	onda	typo	4.47e-05	2	42
negadamentc	negadamente	ocr_confusion	0.0	1	42
acercartee	acercarte	typo	1.66e-06	1	42
dedillo	dedillo	identity	0.0	0	42
amúelar	amuelar	ocr_confusion	0.0	1	42
trastadaba	trasladaba	ocr_confusion	5.89e-07	1	42
sañgrador	sangrador	ocr_confusion	0.0	1	42
chaqúetas	chaquetas	ocr_confusion	1.74e-06	1	42
biste	viste	historical	3.39e-05	1	42
torlurada	torturada	ocr_confusion	7.76e-07	1	42
énterífima	enterísima	ocr_confusion	0.0	2	42
mañero	manero	ocr_confusion	0.0	1	42
vácünaoión	vacunación	ocr_confusion	3.8e-06	3	42
almoçafre	almocafre	historical	0.0	1	42
trígesimoñono	trigesimonono	ocr_confusion	0.0	2	42
matabuey	matabuey	identity	0.0	0	42
empenlar	empentar	ocr_confusion	0.0	1	42
manguardia	manguardia	identity	0.0	0	42
sostijene	sostiene	typo	1.82e-05	1	42
ilion	ilion	identity	0.0	0	42
lebi	levi	historical	1.82e-06	1	42
eópiloto	copiloto	ocr_confusion	1.95e-06	2	42
diremso	diremos	typo	3.89e-06	2	42
láñte	lante	ocr_confusion	6.17e-07	2	42
monooular	monocular	ocr_confusion	0.0	1	42
tenyan	tenian	historical	7.59e-06	1	42
levadiso	levadizo	historical	0.0	1	42
çontestarte	contestarte	historical	8.13e-07	1	42
injerencia	injerencia	identity	2.63e-06	0	42
tluxímetro	fluxímetro	ocr_confusion	0.0	1	42
enohular	enchular	ocr_confusion	0.0	1	42
demolér	demoler	ocr_confusion	1.35e-06	1	42
dedicádos	dedicados	ocr_confusion	9.77e-06	1	42
ataapr	atapar	typo	0.0	2	42
televidente	televidente	identity	0.0	0	42
esçolarino	escolarino	historical	0.0	1	42
rómanista	romanista	ocr_confusion	0.0	1	42
obvja	obvia	historical	5.13e-06	1	42
añaya	anaya	ocr_confusion	3.47e-06	1	42
sultana	sultana	identity	9.55e-07	0	42
lieñzos	lienzos	ocr_confusion	1.86e-06	1	42
jerczáno	jerezano	ocr_confusion	0.0	2	42
ballestear	ballestear	identity	0.0	0	42
llendro	llenero	typo	0.0	1	42
harcóurt	harcourt	ocr_confusion	5.5e-07	1	42
saguntino	saguntino	identity	0.0	0	42
laof	laos	ocr_confusion	2.51e-06	1	42
uscogue	uscoque	historical	0.0	1	42
vijaan	viajan	typo	6.17e-06	2	42
conflyctivas	conflictivas	historical	8.13e-07	1	42
cudstión	cuestión	typo	9.12e-05	1	42
cuchaeear	cucharear	typo	0.0	1	42
sucrte	suerte	ocr_confusion	0.000178	1	42
esimable	estimable	typo	0.0	1	42
üvaduz	uvaduz	ocr_confusion	0.0	1	42
pretería	prefería	ocr_confusion	3.09e-06	1	42
limeero	limero	typo	0.0	1	42
minado	minado	identity	1.23e-06	0	42
rdusco	rusco	typo	0.0	1	42
cuencas	cuencas	identity	2.75e-06	0	42
taks	task	typo	5.5e-07	2	42
eultivar	cultivar	ocr_confusion	7.08e-06	1	42
chúpa	chupa	ocr_confusion	9.55e-06	1	42
entes	ente	typo	1e-05	1	42
élítro	élitro	ocr_confusion	0.0	1	42
pésfes	pestes	ocr_confusion	1.07e-06	2	42
cailo	callo	ocr_confusion	2.24e-06	1	42
qúitándole	quitándole	ocr_confusion	8.51e-07	1	42
llárena	llarena	ocr_confusion	5.75e-07	1	42
trimestralmente	trimestralmente	identity	0.0	0	42
foprnido	fornido	typo	0.0	1	42
ilegitmar	ilegitimar	typo	0.0	1	42
encandéoer	encandecer	ocr_confusion	0.0	2	42
jsmail	ismail	historical	7.24e-07	1	42
cernudo	cernido	typo	0.0	1	42
çhirimoya	chirimoya	historical	0.0	1	42
bárrancos	barrancos	ocr_confusion	1.02e-06	1	42
motonave	motonave	identity	0.0	0	42
quebradilol	quebradillo	typo	0.0	2	42
ávril	avril	ocr_confusion	6.61e-07	1	42
guepas	quepas	historical	0.0	1	42
oaferón	caserón	ocr_confusion	0.0	2	42
médrar	medrar	ocr_confusion	0.0	1	42
áplaslar	aplastar	ocr_confusion	2.4e-06	2	42
oijzaino	ojizaino	typo	0.0	2	42
lübiganle	lubigante	ocr_confusion	0.0	2	42
accaeciesen	acaeciesen	typo	0.0	1	42
campcstre	campestre	ocr_confusion	1.35e-06	1	42
respjratoria	respiratoria	historical	1.95e-06	1	42
cuña	cuna	ocr_confusion	9.12e-06	1	42
ediito	edito	typo	6.76e-07	1	42
éntradtas	entradlas	ocr_confusion	0.0	2	42
aladrcro	aladrero	ocr_confusion	0.0	1	42
fvriosamente	furiosamente	historical	6.03e-07	1	42
febrilmcnle	febrilmente	ocr_confusion	0.0	2	42
gortesca	grotesca	typo	7.41e-07	2	42
detuuvieron	detuvieron	typo	5.5e-06	1	42
conferenciabte	conferenciante	typo	7.94e-07	1	42
chrsyler	chrysler	typo	9.12e-07	2	42
northern	northern	identity	6.92e-07	0	42
qúeer	queer	ocr_confusion	1.1e-06	1	42
selladvra	selladura	historical	0.0	1	42
eszpuela	espuela	typo	0.0	1	42
roguefort	roquefort	historical	0.0	1	42
abuleñse	abulense	ocr_confusion	0.0	1	42
satlnar	satinar	ocr_confusion	0.0	1	42
ejplicaderas	explicaderas	historical	0.0	1	42
pescocada	pescozada	historical	0.0	1	42
fillonés	sillones	ocr_confusion	1.66e-06	2	42
eslovénia	eslovenia	ocr_confusion	3.39e-06	1	42
dsenterrar	desenterrar	typo	6.92e-07	1	42
calandraoá	calandraca	ocr_confusion	0.0	2	42
oopita	copita	ocr_confusion	5.62e-07	1	42
estacioñado	estacionado	ocr_confusion	2.24e-06	1	42
indepeñdéñt	independent	ocr_confusion	1.45e-06	3	42
sinéréfis	sinéresis	ocr_confusion	0.0	2	42
agraviaqr	agraviar	typo	0.0	1	42
hernia	hernia	identity	1.29e-06	0	42
mamiforme	mamiforme	identity	0.0	0	42
dengüe	dengue	ocr_confusion	2e-06	1	42
honcy	honey	ocr_confusion	1.41e-06	1	42
masificacoón	masificación	typo	5.75e-07	1	42
bacélar	bacelar	ocr_confusion	0.0	1	42
timeline	timeline	identity	9.55e-07	0	42
fraolo	tracto	ocr_confusion	1.45e-06	3	42
berenjcnal	berenjenal	ocr_confusion	0.0	1	42
colkectivización	colectivización	typo	0.0	1	42
allardear	alardear	typo	8.71e-07	1	42
infordmadas	informadas	typo	1.1e-06	1	42
lyly	lily	historical	3.98e-06	1	42
desdavador	desclavador	ocr_confusion	0.0	2	42
premiosó	premioso	ocr_confusion	0.0	1	42
amazdlos	amadlos	typo	0.0	1	42
thyngs	things	historical	4.07e-06	1	42
moolestó	molestó	typo	3.24e-06	1	42
inférnal	infernal	ocr_confusion	3.02e-06	1	42
ingenua	ingenua	identity	2.75e-06	0	42
dcdiqueñ	dediquen	ocr_confusion	1.51e-06	2	42
béats	beats	ocr_confusion	9.55e-07	1	42
halacverda	halacuerda	historical	0.0	1	42
saniconar	sancionar	typo	3.55e-06	2	42
envarramiento	envaramiento	typo	0.0	1	42
amoniofélico	amoniotélico	ocr_confusion	0.0	1	42
egsta	gesta	typo	2.14e-06	2	42
perdruan	perduran	typo	8.13e-07	2	42
sandi	sandy	historical	3.55e-06	1	42
ábréñ	abren	ocr_confusion	1.12e-05	3	42
tiza	tiza	identity	1.29e-06	0	42
atésorár	atesorar	ocr_confusion	0.0	2	42
voltertea	voltereta	typo	0.0	2	42
prodeguir	proseguir	typo	1.86e-06	1	42
navicvlar	navicular	historical	0.0	1	42
cajetta	cajeta	typo	5.89e-07	1	42
malgáche	malgache	ocr_confusion	0.0	1	42
emplebeyecwr	emplebeyecer	typo	0.0	1	42
ópimo	óptimo	typo	2.95e-06	1	42
garrra	garra	typo	3.16e-06	1	42
botoncro	botonero	ocr_confusion	0.0	1	42
hénohidor	henchidor	ocr_confusion	0.0	2	42
rumbá	rumba	ocr_confusion	1.66e-06	1	42
desarrollafor	desarrollador	typo	4.37e-06	1	42
falvaron	salvaron	ocr_confusion	2.51e-06	1	42
amamantameinto	amamantamiento	typo	0.0	2	42
mexhar	mechar	typo	0.0	1	42
rañquel	ranquel	ocr_confusion	0.0	1	42
ejpectantemente	expectantemente	historical	0.0	1	42
teestaferro	testaferro	typo	5.5e-07	1	42
escrfibía	escribía	typo	7.76e-06	1	42
grogui	grogui	identity	0.0	0	42
mplazado	emplazado	typo	8.91e-07	1	42
aroxismo	paroxismo	typo	0.0	1	42
dobñó	dobló	typo	8.32e-07	1	42
unixles	unidles	typo	0.0	1	42
tórcuío	tórculo	ocr_confusion	0.0	1	42
castigados	castigados	identity	3.09e-06	0	42
enmarca	enmarca	identity	1.41e-06	0	42
húllero	hullero	ocr_confusion	0.0	1	42
graciablc	graciable	ocr_confusion	0.0	1	42
oreláns	orleáns	typo	5.89e-07	2	42
árañgurcn	aranguren	ocr_confusion	1.38e-06	3	42
dynamismo	dinamismo	historical	2.57e-06	1	42
verificaicón	verificación	typo	7.24e-06	2	42
rástrojera	rastrojera	ocr_confusion	0.0	1	42
euflqüianismo	eutiquianismo	ocr_confusion	0.0	3	42
extracclóñ	extracción	ocr_confusion	1.1e-05	2	42
veáif	veáis	ocr_confusion	9.77e-07	1	42
enfeña	enseña	ocr_confusion	1.74e-05	1	42
horestales	forestales	historical	7.76e-06	1	42
reglstradór	registrador	ocr_confusion	1.07e-06	2	42
lávador	lavador	ocr_confusion	0.0	1	42
escrjbir	escribir	historical	9.12e-05	1	42
preliminarees	preliminares	typo	4.57e-06	1	42
veinlicuatro	veinticuatro	ocr_confusion	3.09e-06	1	42
labériñto	laberinto	ocr_confusion	7.08e-06	2	42
irrefúlabies	irrefutables	ocr_confusion	6.03e-07	3	42
éxpeler	expeler	ocr_confusion	0.0	1	42
bocchar	bochar	typo	0.0	1	42
dríáde	dríade	ocr_confusion	0.0	1	42
tnazano	tanzano	typo	0.0	2	42
empedernídá	empedernida	ocr_confusion	0.0	2	42
distorsoinada	distorsionada	typo	1.07e-06	2	42
cómunicarón	comunicaron	ocr_confusion	1.02e-06	2	42
táctiimente	táctilmente	ocr_confusion	0.0	1	42
iñertcs	inertes	ocr_confusion	5.62e-07	2	42
iñtrüsismo	intrusismo	ocr_confusion	0.0	2	42
